gameid;gametitle;gamerelease;compname;charname
1335;Tales of Destiny;1997-12-23;Wolf Team;Arche Klein
1335;Tales of Destiny;1997-12-23;Wolf Team;Philia Felice
1335;Tales of Destiny;1997-12-23;Wolf Team;Bruiser Khang
1335;Tales of Destiny;1997-12-23;Wolf Team;Lilith Aileron
1335;Tales of Destiny;1997-12-23;Wolf Team;Chelsea Torn
1335;Tales of Destiny;1997-12-23;Wolf Team;Karyl Sheeden
1335;Tales of Destiny;1997-12-23;Wolf Team;Mary Argent
1335;Tales of Destiny;1997-12-23;Wolf Team;Gilgamesh
1335;Tales of Destiny;1997-12-23;Wolf Team;Ki
1335;Tales of Destiny;1997-12-23;Wolf Team;Valkyrie
1335;Tales of Destiny;1997-12-23;Wolf Team;Druaga
1386;Pro Evolution Soccer;2001-03-15;Konami Computer Entertainment Tokyo;Steven Gerrard
1386;Pro Evolution Soccer;2001-03-15;Konami Computer Entertainment Tokyo;Gary Neville
1386;Pro Evolution Soccer;2001-03-15;Konami Computer Entertainment Tokyo;Paolo Maldini
1386;Pro Evolution Soccer;2001-03-15;Konami Computer Entertainment Tokyo;Francesco Totti
1434;Mortal Kombat 3;1995-04-01;Midway Games;Sub-Zero
1434;Mortal Kombat 3;1995-04-01;Midway Games;Sonya Blade
1434;Mortal Kombat 3;1995-04-01;Midway Games;Smoke
1434;Mortal Kombat 3;1995-04-01;Midway Games;Sheeva
1434;Mortal Kombat 3;1995-04-01;Midway Games;Shao Kahn
1434;Mortal Kombat 3;1995-04-01;Midway Games;Shang Tsung
1434;Mortal Kombat 3;1995-04-01;Midway Games;Sektor
1434;Mortal Kombat 3;1995-04-01;Midway Games;Raiden
1434;Mortal Kombat 3;1995-04-01;Midway Games;Noob Saibot
1434;Mortal Kombat 3;1995-04-01;Midway Games;Motaro
1434;Mortal Kombat 3;1995-04-01;Midway Games;Liu Kang
1434;Mortal Kombat 3;1995-04-01;Midway Games;Kurtis Stryker
1434;Mortal Kombat 3;1995-04-01;Midway Games;Kano
1434;Mortal Kombat 3;1995-04-01;Midway Games;Kabal
1434;Mortal Kombat 3;1995-04-01;Midway Games;Jax
1434;Mortal Kombat 3;1995-04-01;Midway Games;Cyrax
1434;Mortal Kombat 3;1995-04-01;Midway Games;Kung Lao
1434;Mortal Kombat 3;1995-04-01;Midway Games;Nightwolf
1434;Mortal Kombat 3;1995-04-01;Midway Games;Sindel
1434;Mortal Kombat 3;1995-04-01;Midway Games;Dan Forden
1434;Mortal Kombat 3;1995-04-01;Midway Games;Great Kung Lao
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Sub-Zero
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Sonya Blade
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Smoke
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Sheeva
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Shao Kahn
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Shang Tsung
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Sektor
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Raiden
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Noob Saibot
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Motaro
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Liu Kang
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Kurtis Stryker
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Kano
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Kabal
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Jax
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Cyrax
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Kung Lao
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Nightwolf
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Sindel
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Dan Forden
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Salt Lake City;Great Kung Lao
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Sub-Zero
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Sonya Blade
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Smoke
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Sheeva
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Shao Kahn
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Shang Tsung
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Sektor
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Raiden
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Noob Saibot
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Motaro
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Liu Kang
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Kurtis Stryker
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Kano
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Kabal
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Jax
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Cyrax
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Kung Lao
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Nightwolf
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Sindel
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Dan Forden
1434;Mortal Kombat 3;1995-04-01;Williams Electronic Games, Inc.;Great Kung Lao
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Sub-Zero
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Sonya Blade
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Smoke
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Sheeva
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Shao Kahn
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Shang Tsung
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Sektor
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Raiden
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Noob Saibot
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Motaro
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Liu Kang
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Kurtis Stryker
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Kano
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Kabal
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Jax
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Cyrax
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Kung Lao
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Nightwolf
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Sindel
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Dan Forden
1434;Mortal Kombat 3;1995-04-01;Acclaim Studios Manchester;Great Kung Lao
1446;Lemmings;1991-02-14;Sunsoft;Loch Ness Monster
1446;Lemmings;1991-02-14;Sunsoft;Hebe
1446;Lemmings;1991-02-14;Sunsoft;Ochan
1446;Lemmings;1991-02-14;Krisalis Software Ltd.;Loch Ness Monster
1446;Lemmings;1991-02-14;Krisalis Software Ltd.;Hebe
1446;Lemmings;1991-02-14;Krisalis Software Ltd.;Ochan
1446;Lemmings;1991-02-14;Presage Software, Inc.;Loch Ness Monster
1446;Lemmings;1991-02-14;Presage Software, Inc.;Hebe
1446;Lemmings;1991-02-14;Presage Software, Inc.;Ochan
1446;Lemmings;1991-02-14;SCEE Studio Liverpool;Loch Ness Monster
1446;Lemmings;1991-02-14;SCEE Studio Liverpool;Hebe
1446;Lemmings;1991-02-14;SCEE Studio Liverpool;Ochan
1446;Lemmings;1991-02-14;Rockstar North;Loch Ness Monster
1446;Lemmings;1991-02-14;Rockstar North;Hebe
1446;Lemmings;1991-02-14;Rockstar North;Ochan
1446;Lemmings;1991-02-14;Probe Entertainment;Loch Ness Monster
1446;Lemmings;1991-02-14;Probe Entertainment;Hebe
1446;Lemmings;1991-02-14;Probe Entertainment;Ochan
1446;Lemmings;1991-02-14;Walking Circles;Loch Ness Monster
1446;Lemmings;1991-02-14;Walking Circles;Hebe
1446;Lemmings;1991-02-14;Walking Circles;Ochan
1446;Lemmings;1991-02-14;Ocean Software Ltd.;Loch Ness Monster
1446;Lemmings;1991-02-14;Ocean Software Ltd.;Hebe
1446;Lemmings;1991-02-14;Ocean Software Ltd.;Ochan
1446;Lemmings;1991-02-14;J-Wing;Loch Ness Monster
1446;Lemmings;1991-02-14;J-Wing;Hebe
1446;Lemmings;1991-02-14;J-Wing;Ochan
1446;Lemmings;1991-02-14;Bandit;Loch Ness Monster
1446;Lemmings;1991-02-14;Bandit;Hebe
1446;Lemmings;1991-02-14;Bandit;Ochan
1446;Lemmings;1991-02-14;E&E Software;Loch Ness Monster
1446;Lemmings;1991-02-14;E&E Software;Hebe
1446;Lemmings;1991-02-14;E&E Software;Ochan
1446;Lemmings;1991-02-14;Kuusoukagaku Corp.;Loch Ness Monster
1446;Lemmings;1991-02-14;Kuusoukagaku Corp.;Hebe
1446;Lemmings;1991-02-14;Kuusoukagaku Corp.;Ochan
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Goku
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Piccolo
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Gohan
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Frieza
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Vegeta
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Krillin
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Cell
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Tien
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Trunks
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Android 18
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Hercule
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Majin Buu
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Goten
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Gotenks
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Supreme Kai
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Android 16
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Gogeta
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Dabura
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Captain Ginyu
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Recoome
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;The Great Saiyaman
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Master Roshi
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Zarbon
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Future Trunks
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Great Ape
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Good Buu
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;Puar
1490;Dragon Ball Z: Ultimate Battle 22;1995-07-28;TOSE Co., Ltd.;World Tournament Announcer
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Eliwood
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Roy
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Lyn
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Harken
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Hawkeye
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Heath
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Isadora
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Ephidel
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Erk
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Farina
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Lloyd
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Linus
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Marcus
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Matthew
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Louise
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Lowen
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Nergal
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Nils
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Pent
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Priscilla
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Rath
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Raven
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Rebecca
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Renault
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Sain
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Serra
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Sonia
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Ursula
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Vaida
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Wallace
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Fiora
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Florina
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Geitz
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Guy
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Legault
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Limstella
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Lucius
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Leila
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Kent
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Hector
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Athos
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Bartre
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Canas
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Dart
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Dorcas
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Jaffar
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Karel
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Karla
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Merlinus
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Ninian
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Nino
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Oswin
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Wil
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Fa
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Guinevere
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Lilina
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Murdock
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Zephiel
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Anna
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Eubans
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Strategist (Fire Emblem)
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Jake
1520;Fire Emblem;2003-04-25;Intelligent Systems Co., Ltd.;Hausen
1541;Darkstalkers 3;1998-04-16;Capcom;Sasquatch
1541;Darkstalkers 3;1998-04-16;Capcom;Jedah Dohma
1541;Darkstalkers 3;1998-04-16;Capcom;Lord Raptor
1541;Darkstalkers 3;1998-04-16;Capcom;Anakaris
1541;Darkstalkers 3;1998-04-16;Capcom;Morrigan Aensland
1541;Darkstalkers 3;1998-04-16;Capcom;Felicia
1541;Darkstalkers 3;1998-04-16;Capcom;Lilith
1541;Darkstalkers 3;1998-04-16;Capcom;Hsien-Ko
1541;Darkstalkers 3;1998-04-16;Capcom;Q-Bee
1541;Darkstalkers 3;1998-04-16;Capcom;Donovan Baine
1541;Darkstalkers 3;1998-04-16;Capcom;Demitri Maximoff
1541;Darkstalkers 3;1998-04-16;Capcom;Pyron
1541;Darkstalkers 3;1998-04-16;Capcom;Huitzil
1541;Darkstalkers 3;1998-04-16;Capcom;Rikuo
1541;Darkstalkers 3;1998-04-16;Capcom;B.B. Hood
1541;Darkstalkers 3;1998-04-16;Capcom;Jon Talbain
1541;Darkstalkers 3;1998-04-16;Capcom;Bishamon
1541;Darkstalkers 3;1998-04-16;Capcom;Victor von Gerdenheim
1541;Darkstalkers 3;1998-04-16;Capcom;Le Malta
1541;Darkstalkers 3;1998-04-16;Capcom;Mei-Ling
1578;Resident Evil 4;2005-01-11;Capcom;Albert Wesker
1578;Resident Evil 4;2005-01-11;Capcom;Leon S. Kennedy
1578;Resident Evil 4;2005-01-11;Capcom;Ada Wong
1578;Resident Evil 4;2005-01-11;Capcom;Hewie
1578;Resident Evil 4;2005-01-11;Capcom;Luis Sera
1578;Resident Evil 4;2005-01-11;Capcom;Ashley Graham
1578;Resident Evil 4;2005-01-11;Capcom;Jack Krauser
1578;Resident Evil 4;2005-01-11;Capcom;H.U.N.K.
1578;Resident Evil 4;2005-01-11;Capcom;Ramon Salazar
1578;Resident Evil 4;2005-01-11;Capcom;Osmund Saddler
1578;Resident Evil 4;2005-01-11;Capcom;Ingrid Hunnigan
1578;Resident Evil 4;2005-01-11;Capcom;Bitores Mendez
1578;Resident Evil 4;2005-01-11;Capcom;Verdugo
1578;Resident Evil 4;2005-01-11;Capcom;U3
1578;Resident Evil 4;2005-01-11;Capcom;Mike
1578;Resident Evil 4;2005-01-11;Capcom;Dr. Salvador
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Albert Wesker
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Leon S. Kennedy
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Ada Wong
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Hewie
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Luis Sera
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Ashley Graham
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Jack Krauser
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;H.U.N.K.
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Ramon Salazar
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Osmund Saddler
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Ingrid Hunnigan
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Bitores Mendez
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Verdugo
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;U3
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Mike
1578;Resident Evil 4;2005-01-11;Ideaworks Game Studio;Dr. Salvador
1578;Resident Evil 4;2005-01-11;QLOC;Albert Wesker
1578;Resident Evil 4;2005-01-11;QLOC;Leon S. Kennedy
1578;Resident Evil 4;2005-01-11;QLOC;Ada Wong
1578;Resident Evil 4;2005-01-11;QLOC;Hewie
1578;Resident Evil 4;2005-01-11;QLOC;Luis Sera
1578;Resident Evil 4;2005-01-11;QLOC;Ashley Graham
1578;Resident Evil 4;2005-01-11;QLOC;Jack Krauser
1578;Resident Evil 4;2005-01-11;QLOC;H.U.N.K.
1578;Resident Evil 4;2005-01-11;QLOC;Ramon Salazar
1578;Resident Evil 4;2005-01-11;QLOC;Osmund Saddler
1578;Resident Evil 4;2005-01-11;QLOC;Ingrid Hunnigan
1578;Resident Evil 4;2005-01-11;QLOC;Bitores Mendez
1578;Resident Evil 4;2005-01-11;QLOC;Verdugo
1578;Resident Evil 4;2005-01-11;QLOC;U3
1578;Resident Evil 4;2005-01-11;QLOC;Mike
1578;Resident Evil 4;2005-01-11;QLOC;Dr. Salvador
1609;Skies of Arcadia;2000-10-05;Overworks;Vyse
1609;Skies of Arcadia;2000-10-05;Overworks;Aika
1609;Skies of Arcadia;2000-10-05;Overworks;Fina
1609;Skies of Arcadia;2000-10-05;Overworks;Gilder
1609;Skies of Arcadia;2000-10-05;Overworks;Ramirez
1609;Skies of Arcadia;2000-10-05;Overworks;Galcian
1609;Skies of Arcadia;2000-10-05;Overworks;Enrique
1609;Skies of Arcadia;2000-10-05;Overworks;Drachma
1609;Skies of Arcadia;2000-10-05;Overworks;Marco
1609;Skies of Arcadia;2000-10-05;Overworks;Cupil
1609;Skies of Arcadia;2000-10-05;Overworks;Hans
1609;Skies of Arcadia;2000-10-05;Overworks;Moegi
1609;Skies of Arcadia;2000-10-05;Overworks;Ilchymis
1609;Skies of Arcadia;2000-10-05;Overworks;Ryu Kan
1609;Skies of Arcadia;2000-10-05;Overworks;Kirala
1609;Skies of Arcadia;2000-10-05;Overworks;Izmael
1609;Skies of Arcadia;2000-10-05;Overworks;Polly
1609;Skies of Arcadia;2000-10-05;Overworks;Urala
1609;Skies of Arcadia;2000-10-05;Overworks;Pinta
1609;Skies of Arcadia;2000-10-05;Overworks;Brabham
1609;Skies of Arcadia;2000-10-05;Overworks;Belle
1609;Skies of Arcadia;2000-10-05;Overworks;Khazim
1609;Skies of Arcadia;2000-10-05;Overworks;Don
1609;Skies of Arcadia;2000-10-05;Overworks;Lawrence
1609;Skies of Arcadia;2000-10-05;Overworks;Merida
1609;Skies of Arcadia;2000-10-05;Overworks;Pow
1609;Skies of Arcadia;2000-10-05;Overworks;Domingo
1609;Skies of Arcadia;2000-10-05;Overworks;Tikatika
1609;Skies of Arcadia;2000-10-05;Overworks;Kalifa
1609;Skies of Arcadia;2000-10-05;Overworks;Osman
1609;Skies of Arcadia;2000-10-05;Overworks;Robinson
1609;Skies of Arcadia;2000-10-05;Overworks;Clara
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Hugo Andore
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Ryu
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Poison
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Ken Masters
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Chun-Li
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Akuma
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Makoto
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Alex
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Remy
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Gill
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Oro
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Q
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Sean
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Elena
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Dudley
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Ibuki
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Necro
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Yun
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Yang
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Urien
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Twelve
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Effie
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Sarai
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Eliza Masters
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Kolin
1615;Street Fighter III: 3rd Strike;1999-05-12;Capcom;Li-Fen
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Hugo Andore
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Ryu
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Poison
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Ken Masters
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Chun-Li
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Akuma
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Makoto
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Alex
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Remy
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Gill
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Oro
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Q
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Sean
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Elena
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Dudley
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Ibuki
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Necro
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Yun
1615;Street Fighter III: 3rd Strike;1999-05-12;Iron Galaxy Studios;Yang
